cognome,nome,legislatura,gruppoParlamentare
CALDERISI,GIUSEPPE,10,PRESIDENTE
CALDERISI,GIUSEPPE,13,VICEPRESIDENTE
CALDERISI,GIUSEPPE,13,MEMBRO DEL C.D.
CALDERISI,GIUSEPPE,16,MEMBRO DEL C.D.
TRINGALI,PAOLO,12,MEMBRO DEL C.D.
AGOSTINACCHIO,PAOLO ANTONIO MARIO,11,MEMBRO DEL C.D.
ANDREATTA,BENIAMINO,12,PRESIDENTE
ASTORI,GIANFRANCO,11,MEMBRO DEL C.D.
BATTISTUZZI,PAOLO,10,VICEPRESIDENTE
BATTISTUZZI,PAOLO,10,PRESIDENTE
BATTISTUZZI,PAOLO,11,PRESIDENTE
BORGHINI,GIANFRANCESCO,10,VICEPRESIDENTE
CALAMIDA,FRANCO,10,VICEPRESIDENTE
CAPRILI,MILZIADE SILVIO,11,VICEPRESIDENTE
CAPRILI,MILZIADE SILVIO,11,SEGRETARIO
CARIA,FILIPPO,10,VICEPRESIDENTE
CARIA,FILIPPO,10,PRESIDENTE
CARRUS,GIOVANNI,10,VICEPRESIDENTE
CASINI,PIER FERDINANDO,16,PRESIDENTE
CASTAGNETTI,GUGLIELMO,10,VICEPRESIDENTE
CASTAGNETTI,GUGLIELMO,11,VICEPRESIDENTE
D'AIMMO,FLORINDO,12,MEMBRO DEL C.D.
GALASSO,GIUSEPPE,11,PRESIDENTE
GHINAMI,ALESSANDRO,10,VICEPRESIDENTE
GORGONI,GAETANO,10,VICEPRESIDENTE
GORGONI,GAETANO,11,VICEPRESIDENTE
GUERZONI,LUCIANO,12,VICEPRESIDENTE
INTINI,UGO,14,VICEPRESIDENTE
INTINI,UGO,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
MARTINAZZOLI,FERMO MINO,10,PRESIDENTE
MATTARELLA,SERGIO,13,PRESIDENTE
MAZZONE,ANTONIO,10,VICEPRESIDENTE
MELELEO,SALVATORE,11,SEGRETARIO
MELILLO,SAVINO,11,PRESIDENTE
NUCARA,FRANCESCO,16,VICEPRESIDENTE
NUCARA,FRANCESCO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
PIRO,FRANCO,10,VICEPRESIDENTE
RUSSO,FRANCESCO,10,VICEPRESIDENTE
RUSSO,FRANCESCO,10,PRESIDENTE
RUTELLI,FRANCESCO,10,PRESIDENTE
RUTELLI,FRANCESCO,11,PRESIDENTE
TEMPESTINI,FRANCESCO,16,MEMBRO DEL C.D.
VISCO,VINCENZO ALFONSO,12,MEMBRO DEL C.D.
VISCO,VINCENZO ALFONSO,14,MEMBRO DEL C.D.
ZANGHERI,RENATO,10,PRESIDENTE
PARIGI,GASTONE,11,MEMBRO DEL C.D.
COLUMBU,GIOVANNI BATTISTA,10,PRESIDENTE
ALDISIO,SALVATORE,costituente,MEMBRO DEL C.D.
AMADEO,EZIO,1,PRESIDENTE
BETTINOTTI,MARIO,1,CONSIGLIERE
BOSCO LUCARELLI,GIAMBATTISTA,costituente,MEMBRO DEL C.D.
CALAMANDREI,PIERO,1,MEMBRO DEL C.D.
CAPPI,GIUSEPPE,costituente,MEMBRO DEL C.D.
CAPPI,GIUSEPPE,1,MEMBRO DEL C.D.
CAPPI,GIUSEPPE,1,PRESIDENTE
CIFALDI,ANTONIO,costituente,SEGRETARIO
DE CARO,RAFFAELE,costituente,VICEPRESIDENTE
FRESA,ARMANDO,costituente,SEGRETARIO
GIANNINI,GUGLIELMO,costituente,PRESIDENTE
MACRELLI,GINO,costituente,PRESIDENTE
MACRELLI,GINO,costituente,VICEPRESIDENTE
MARINARO,FRANCESCO,costituente,SEGRETARIO
MARINARO,FRANCESCO,costituente,MEMBRO DEL C.D.
MASTINO,GESUMINO,costituente,MEMBRO DEL C.D.
MASTROJANNI,OTTAVIO,costituente,MEMBRO DEL C.D.
MODIGLIANI,GIUSEPPE EMANUELE,costituente,PRESIDENTE
PONTI,GIOVANNI,costituente,MEMBRO DEL C.D.
SANTI,ETTORE,costituente,SEGRETARIO
FRAU,AVENTINO,13,MEMBRO DEL C.D.
VERNOCCHI,OLINDO,costituente,MEMBRO DEL C.D.
ZUCCARINI,OLIVIERO,costituente,VICEPRESIDENTE
BARBARESCHI,GAETANO,costituente,VICEPRESIDENTE
BENCIVENGA,ROBERTO,costituente,PRESIDENTE
BENCIVENGA,ROBERTO,costituente,MEMBRO DEL C.D.
BERGAMINI,ALBERTO,costituente,PRESIDENTE
BRASCHI,GIOVANNI,costituente,MEMBRO DEL C.D.
CANEVARI,EMILIO,costituente,VICEPRESIDENTE
CIANCA,ALBERTO,costituente,PRESIDENTE
CINGOLANI,MARIO,costituente,VICEPRESIDENTE
COSATTINI,GIOVANNI,costituente,MEMBRO DEL C.D.
D'ARAGONA,LODOVICO,costituente,VICEPRESIDENTE
DE MICHELIS,PAOLO,costituente,PRESIDENTE
DE MICHELIS,PAOLO,costituente,SEGRETARIO
EINAUDI,LUIGI,costituente,PRESIDENTE
FACCHINETTI,CIPRIANO,costituente,PRESIDENTE
FIORITTO,DOMENICO,costituente,MEMBRO DEL C.D.
GRIECO,RUGGERO,costituente,VICEPRESIDENTE
LUISETTI,VIRGILIO MARIO,costituente,MEMBRO DEL C.D.
MAFFI,FABRIZIO,costituente,MEMBRO DEL C.D.
MERLIN,UMBERTO,costituente,MEMBRO DEL C.D.
MOLE',ENRICO,costituente,PRESIDENTE
NITTI,FRANCESCO SAVERIO,costituente,PRESIDENTE
ORLANDO,VITTORIO EMANUELE,costituente,PRESIDENTE
PERSICO,GIOVANNI,costituente,VICEPRESIDENTE
PERSICO,GIOVANNI,costituente,MEMBRO DEL C.D.
SCOCCIMARRO,MAURO,costituente,VICEPRESIDENTE
GAVA,ANTONIO,10,PRESIDENTE
TERRACINI,UMBERTO,costituente,VICEPRESIDENTE
UBERTI,GIOVANNI,costituente,SEGRETARIO
AGRUSTI,MICHELANGELO,11,MEMBRO DEL C.D.
BARGONE,ANTONIO,11,MEMBRO DEL C.D.
BORDON,WILLER,12,PRESIDENTE
BUFFONI,ANDREA,10,VICEPRESIDENTE
BUFFONI,ANDREA,11,VICEPRES. VICARIO
CARDETTI,GIORGIO,10,VICEPRESIDENTE
CARDINALE,SALVATORE,11,SEGRETARIO
CARDINALE,SALVATORE,13,PRESIDENTE
CASTAGNETTI,PIERLUIGI,14,MEMBRO DEL C.D.
CASTAGNETTI,PIERLUIGI,14,PRESIDENTE
CAVERI,LUCIANO EMILIO,11,PRESIDENTE
CAVERI,LUCIANO EMILIO,12,VICEPRESIDENTE
CERUTTI,GIUSEPPE,10,VICEPRESIDENTE
CIMMINO,TANCREDI,11,SEGRETARIO
D'ALEMA,MASSIMO,11,PRESIDENTE
DE CAROLIS,STELIO,10,VICEPRESIDENTE
FOLENA,PIETRO,11,MEMBRO DEL C.D.
FRASSON,MARIO,11,MEMBRO DEL C.D.
GHEZZI,GIORGIO,11,MEMBRO DEL C.D.
LEONI,GIUSEPPE,12,VICEPRES. VICARIO
LOIERO,AGAZIO,14,VICEPRESIDENTE
LOIERO,AGAZIO,14,MEMBRO DEL C.D.
LUSETTI,RENZO,14,VICEPRESIDENTE
LUSETTI,RENZO,14,MEMBRO DEL C.D.
MACCHERONI,GIACOMO,11,VICEPRESIDENTE
MARRI,GERMANO,11,SEGRETARIO
BERSANI,PIER LUIGI,14,MEMBRO DEL C.D.
MINNITI,DOMENICO,14,MEMBRO DEL C.D.
CHITI,VANNINO,14,MEMBRO DEL C.D.
MARAN,ALESSANDRO,15,MEMBRO DEL C.D.
MARAN,ALESSANDRO,16,VICEPRESIDENTE
BRANCHER,ALDO,15,VICEPRESIDENTE
BRICOLO,FEDERICO,14,MEMBRO DEL C.D.
BRICOLO,FEDERICO,14,DELEGATO D'AULA
BRICOLO,FEDERICO,14,VICEPRESIDENTE
D'ALIA,GIANPIERO,17,DELEGATO D'AULA
D'ALIA,GIANPIERO,17,VICEPRES. VICARIO
DI GIANDOMENICO,REMO,14,MEMBRO DEL C.D.
DRAGO,FILIPPO MARIA,14,TESORIERE
DRAGO,GIUSEPPE,14,MEMBRO DEL C.D.
DRAGO,GIUSEPPE,14,VICEPRESIDENTE
DRAGO,GIUSEPPE,14,DELEGATO D'AULA
DRAGO,GIUSEPPE,15,VICEPRESIDENTE
DRAGO,GIUSEPPE,15,DELEGATO D'AULA
FRANCESCHINI,DARIO,15,PRESIDENTE
FRANCESCHINI,DARIO,16,PRESIDENTE
GRANDI,ALFIERO,14,MEMBRO DEL C.D.
MEREU,ANTONIO,14,MEMBRO DEL C.D.
MEREU,ANTONIO,14,SEGRETARIO
MEREU,ANTONIO,15,SEGRETARIO
NARO,GIUSEPPE,16,TESORIERE
NARO,GIUSEPPE,16,MEMBRO DEL C.D.
SANTAGATA,GIULIO,14,MEMBRO DEL C.D.
SGOBIO,COSIMO GIUSEPPE,14,VICEPRESIDENTE
SGOBIO,COSIMO GIUSEPPE,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
SGOBIO,COSIMO GIUSEPPE,15,VICEPRESIDENTE
SGOBIO,COSIMO GIUSEPPE,15,PRESIDENTE
SGOBIO,COSIMO GIUSEPPE,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BELLOTTI,LUCA,16,MEMBRO DEL C.D.
CONTE,GIORGIO,16,VICEPRESIDENTE
FLUVI,ALBERTO,16,MEMBRO DEL C.D.
LULLI,ANDREA,16,MEMBRO DEL C.D.
ZORZATO,MARINO,16,VICEPRESIDENTE
MATTIOLI,GIANNI FRANCESCO,10,PRESIDENTE
MATTIOLI,GIANNI FRANCESCO,11,PRESIDENTE
MATTIOLI,GIANNI FRANCESCO,12,VICEPRESIDENTE
CARBONELLA,GIOVANNI,14,MEMBRO DEL C.D.
CIRIELLI,EDMONDO,14,MEMBRO DEL C.D.
CIRIELLI,EDMONDO,14,VICEPRESIDENTE
CIRIELLI,EDMONDO,17,TESORIERE
CRISCI,NICOLA,14,MEMBRO DEL C.D.
DE FRANCISCIS,ALESSANDRO,14,MEMBRO DEL C.D.
LAZZARI,LUIGI,16,MEMBRO DEL C.D.
LISI,UGO,14,MEMBRO DEL C.D.
ROSSI,NICOLA,14,MEMBRO DEL C.D.
ROSSI,NICOLA,14,SEGRETARIO
SARDELLI,LUCIANO MARIO,16,PRESIDENTE
SARDELLI,LUCIANO MARIO,16,VICEPRESIDENTE
SQUEGLIA,PIETRO,14,MEMBRO DEL C.D.
CRAXI,VITTORIO MICHELE,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
CRAXI,VITTORIO MICHELE,14,VICEPRESIDENTE
CRISTALDI,NICOLO',14,MEMBRO DEL C.D.
CRISTALDI,NICOLO',14,DELEGATO D'AULA
CRISTALDI,NICOLO',14,VICEPRESIDENTE
MARINELLO,GIUSEPPE FRANCESCO MARIA,15,CONSIGLIERE
MARINELLO,GIUSEPPE FRANCESCO MARIA,16,MEMBRO DEL C.D.
PEPE,MARIO,15,DELEGATO D'AULA
PEPE,MARIO,15,CONSIGLIERE
ROMANO,FRANCESCO SAVERIO,17,PRESIDENTE
RUGGHIA,ANTONIO,16,MEMBRO DEL C.D.
ALFANO,CIRO,14,MEMBRO DEL C.D.
ALFANO,GIOACCHINO,16,MEMBRO DEL C.D.
NAPOLI,OSVALDO,14,MEMBRO DEL C.D.
NAPOLI,OSVALDO,15,CONSIGLIERE
NAPOLI,OSVALDO,16,VICEPRESIDENTE
TAGLIALATELA,MARCELLO,16,VICEPRESIDENTE
BARBIERI,EMERENZIO,16,MEMBRO DEL C.D.
TAORMINA,CARLO,14,MEMBRO DEL C.D.
TAORMINA,CARLO,14,VICEPRESIDENTE
CALIGIURI,BATTISTA,14,VICEPRESIDENTE
CALIGIURI,BATTISTA,14,MEMBRO DEL C.D.
DI VIRGILIO,DOMENICO,16,VICEPRESIDENTE
LOLLI,GIOVANNI,14,MEMBRO DEL C.D.
LOLLI,GIOVANNI,16,MEMBRO DEL C.D.
PERROTTA,ALDO,14,MEMBRO DEL C.D.
ADDUCE,SALVATORE,14,MEMBRO DEL C.D.
AIRAGHI,MARCO,14,MEMBRO DEL C.D.
D'AGRO',LUIGI,14,MEMBRO DEL C.D.
D'AGRO',LUIGI,14,SEGRETARIO
D'AGRO',LUIGI,15,DELEGATO D'AULA
D'AGRO',LUIGI,15,VICEPRESIDENTE
GARAGNANI,FABIO,16,MEMBRO DEL C.D.
LAINATI,GIORGIO,14,MEMBRO DEL C.D.
LAINATI,GIORGIO,15,CONSIGLIERE
LAINATI,GIORGIO,17,MEMBRO DEL C.D.
LUPI,MAURIZIO ENZO,17,PRESIDENTE
MANINETTI,LUIGI,14,MEMBRO DEL C.D.
MANINETTI,LUIGI,14,DELEGATO D'AULA
MANINETTI,LUIGI,14,VICEPRES. VICARIO
PALMIERI,ANTONIO,16,MEMBRO DEL C.D.
POTENZA,ANTONIO,14,MEMBRO DEL C.D.
ROMELE,GIUSEPPE,16,MEMBRO DEL C.D.
RONCHI,ANDREA,14,MEMBRO DEL C.D.
RUSCONI,ANTONIO,14,MEMBRO DEL C.D.
SAGLIA,STEFANO,14,MEMBRO DEL C.D.
STRADIOTTO,MARCO,14,MEMBRO DEL C.D.
BANTI,EGIDIO,14,MEMBRO DEL C.D.
BRIGUGLIO,CARMELO,14,MEMBRO DEL C.D.
BRIGUGLIO,CARMELO,14,VICEPRESIDENTE
BRIGUGLIO,CARMELO,16,VICEPRESIDENTE
BRIGUGLIO,CARMELO,16,VICEPRES. VICARIO
RUSSO,RAFFAELE,9,SEGRETARIO
SACCONI,MAURIZIO,8,SEGRETARIO
SACCONI,MAURIZIO,9,VICEPRESIDENTE
DE MARZIO,ERNESTO,5,PRESIDENTE
DE MARZIO,ERNESTO,6,PRESIDENTE
DE MARZIO,ERNESTO,7,PRESIDENTE
SOSPIRI,NINO,8,SEGRETARIO
SOSPIRI,NINO,9,SEGRETARIO AMM.
SUSI,DOMENICO,8,SEGRETARIO
ANDERLINI,LUIGI SILVESTRO,3,MEMBRO DEL C.D.
ANDERLINI,LUIGI SILVESTRO,4,SEGRETARIO
ANDERLINI,LUIGI SILVESTRO,4,MEMBRO DEL C.D.
ANDERLINI,LUIGI SILVESTRO,6,PRESIDENTE
TEODORI,MASSIMO,9,SEGRETARIO
DE MICHIELI VITTURI,FERRUCCIO,3,MEMBRO DEL C.D.
ZANFAGNA,MARCELLO,9,VICEPRESIDENTE
EBNER,MICHL,9,SEGRETARIO
DE VIDOVICH,RENZO,6,SEGRETARIO
DI GIESI,MICHELE,7,SEGRETARIO
DI GIULIO,FERNANDO,7,VICEPRESIDENTE
DI GIULIO,FERNANDO,8,PRESIDENTE
DI GIULIO,FERNANDO,8,VICEPRESIDENTE
CALAMIDA,FRANCO,9,VICEPRESIDENTE
DI VAGNO,GIUSEPPE,7,VICEPRESIDENTE
FORMICA,SALVATORE,9,PRESIDENTE
GHINAMI,ALESSANDRO,9,SEGRETARIO
MARRUCCI,ENRICO,9,SEGRETARIO
MARTINAZZOLI,FERMO MINO,9,PRESIDENTE
ELKAN,GIOVANNI,3,MEMBRO DEL C.D.
ELKAN,GIOVANNI,4,MEMBRO DEL C.D.
NEGRI,GIOVANNI,9,VICEPRESIDENTE
PELLICANO',GEROLAMO,9,SEGRETARIO
PISANI,LUCIO,9,SEGRETARIO
POLLICE,GUIDO,9,VICEPRESIDENTE
FABBRI,FRANCESCO,5,VICEPRESIDENTE
FABBRI,FRANCESCO,6,VICEPRESIDENTE
RUTELLI,FRANCESCO,9,PRESIDENTE
SPADACCIA,GIANFRANCO,9,VICEPRESIDENTE
ZANGHERI,RENATO,9,PRESIDENTE
BARDANZELLU,GIORGIO,2,MEMBRO DEL C.D.
BARDANZELLU,GIORGIO,3,SEGRETARIO
BARDANZELLU,GIORGIO,3,VICEPRESIDENTE
BERTI,GIUSEPPE,2,MEMBRO DEL C.D.
BERTINELLI,VIRGINIO,2,MEMBRO DEL C.D.
BERTINELLI,VIRGINIO,4,PRESIDENTE
BETTINOTTI,MARIO,2,MEMBRO DEL C.D.
FERRI,MARIO,6,VICEPRESIDENTE
BRODOLINI,GIACOMO,2,MEMBRO DEL C.D.
BRODOLINI,GIACOMO,3,MEMBRO DEL C.D.
CAPPI,GIUSEPPE,2,MEMBRO DEL C.D.
CARAMIA,AGILULFO,1,VICEPRESIDENTE
FERRI,MAURO,2,MEMBRO DEL C.D.
FERRI,MAURO,3,SEGRETARIO
FERRI,MAURO,4,VICEPRESIDENTE
FERRI,MAURO,4,PRESIDENTE
FERRI,MAURO,5,PRESIDENTE
CHIAROLANZA,RAFFAELE,2,PRESIDENTE
COLOGNATTI,CARLO,2,MEMBRO DEL C.D.
COSTA,GASTONE,1,VICEPRESIDENTE
DE CARO,RAFFAELE,1,PRESIDENTE
DE CARO,RAFFAELE,2,PRESIDENTE
DE CARO,RAFFAELE,3,PRESIDENTE
DOMINEDO',FRANCESCO MARIA,1,MEMBRO DEL C.D.
DONATINI,EZIO,1,MEMBRO DEL C.D.
DOSSETTI,GIUSEPPE,1,MEMBRO DEL C.D.
FARALLI,VANNUCCIO,3,MEMBRO DEL C.D.
GEX,CORRADO,4,VICEPRESIDENTE
GHISLANDI,GUGLIELMO,2,MEMBRO DEL C.D.
GHISLANDI,GUGLIELMO,3,MEMBRO DEL C.D.
GIOVANNINI,ALBERTO,1,VICEPRESIDENTE
LEONE-MARCHESANO,TOMMASO,1,VICEPRESIDENTE
LI CAUSI,GIROLAMO,2,MEMBRO DEL C.D.
LONGHENA,MARIO,1,PRESIDENTE
MACRELLI,GINO,2,PRESIDENTE
MACRELLI,GINO,3,PRESIDENTE
MAGNO,MICHELE,3,SEGRETARIO
MAGNO,MICHELE,3,MEMBRO DEL C.D.
MAGNO,MICHELE,4,MEMBRO DEL C.D.
FORTUNA,LORIS,4,MEMBRO DEL C.D.
MASTINO,GESUMINO,1,VICEPRESIDENTE
MAXIA,ANTONIO,1,MEMBRO DEL C.D.
MAXIA,ANTONIO,2,MEMBRO DEL C.D.
OLLIETTI,GERMANO,5,SEGRETARIO
MORO,GEROLAMO LINO,1,MEMBRO DEL C.D.
FRACCHIA,BRUNO,7,SEGRETARIO
FRACCHIA,BRUNO,8,SEGRETARIO
FRACCHIA,BRUNO,9,SEGRETARIO
QUARELLO,GIOACCHINO,2,MEMBRO DEL C.D.
ROMEO,NICOLA,5,VICEPRESIDENTE
ROSELLI,ENRICO,1,MEMBRO DEL C.D.
ROSELLI,ENRICO,2,MEMBRO DEL C.D.
RUSSO SPENA,RAFFAELLO,3,MEMBRO DEL C.D.
RUSSO SPENA,RAFFAELLO,4,MEMBRO DEL C.D.
SEGNI,ANTONIO,2,MEMBRO DEL C.D.
FUSARO,LEANDRO,6,VICEPRESIDENTE
FUSARO,LEANDRO,7,VICEPRESIDENTE
FUSARO,LEANDRO,8,SEGRETARIO
FUSARO,LEANDRO,8,SEGRETARIO AMM.
GALASSO,ANDREA,7,VICEPRESIDENTE
GALLI,LUIGI MICHELE,3,MEMBRO DEL C.D.
CAROLEO,NUNZIO,2,VICESEGRETARIO
GALLONI,GIOVANNI,7,PRESIDENTE
GALLUZZI,CARLO ALBERTO,4,MEMBRO DEL C.D.
GALLUZZI,CARLO ALBERTO,6,VICEPRESIDENTE
ARMANI,ARNALDO,4,MEMBRO DEL C.D.
GIGLIA,LUIGI,4,MEMBRO DEL C.D.
GIOLITTI,ANTONIO,1,SEGRETARIO
GIOLITTI,ANTONIO,3,MEMBRO DEL C.D.
GIOLITTI,ANTONIO,4,MEMBRO DEL C.D.
GIOLITTI,ANTONIO,5,PRESIDENTE
GIOMO,ALBERTO,4,SEGRETARIO
GIOMO,ALBERTO,5,SEGRETARIO
GIOMO,ALBERTO,5,VICEPRESIDENTE
GIOMO,ALBERTO,6,VICEPRESIDENTE
GIOMO,ALBERTO,6,PRESIDENTE
GIORDANO,ALESSANDRO,7,SEGRETARIO
GHIGLIA,AGOSTINO,14,MEMBRO DEL C.D.
GIACHETTI,ROBERTO,14,MEMBRO DEL C.D.
GIACHETTI,ROBERTO,15,MEMBRO DEL C.D.
GIACHETTI,ROBERTO,15,SEGRETARIO
GIACHETTI,ROBERTO,15,DELEGATO D'AULA
GIACHETTI,ROBERTO,16,SEGRETARIO
GIACHETTI,ROBERTO,16,DELEGATO D'AULA
LAMORTE,DONATO,15,VICEPRESIDENTE
MANTINI,PIERLUIGI,14,MEMBRO DEL C.D.
MARTELLA,ANDREA,16,MEMBRO DEL C.D.
QUARTIANI,ERMINIO ANGELO,15,MEMBRO DEL C.D.
QUARTIANI,ERMINIO ANGELO,15,DELEGATO D'AULA
QUARTIANI,ERMINIO ANGELO,15,SEGRETARIO
QUARTIANI,ERMINIO ANGELO,16,DELEGATO D'AULA
QUARTIANI,ERMINIO ANGELO,16,SEGRETARIO
RAISI,ENZO,14,MEMBRO DEL C.D.
TANONI,ITALO,14,MEMBRO DEL C.D.
ANTONIONE,ROBERTO,16,VICEPRESIDENTE
ANTONIONE,ROBERTO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
CICCANTI,AMEDEO,16,SEGRETARIO
CICCANTI,AMEDEO,16,MEMBRO DEL C.D.
CONSOLO,GIUSEPPE,16,MEMBRO DEL C.D.
FORMISANO,ANIELLO,16,VICEPRESIDENTE
FORMISANO,ANIELLO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
GUZZANTI,PAOLO,16,VICEPRESIDENTE
GUZZANTI,PAOLO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
RUVOLO,GIUSEPPE,16,VICEPRESIDENTE
SCALERA,GIUSEPPE,16,MEMBRO DEL C.D.
ROSATO,ETTORE,16,TESORIERE
COTA,ROBERTO,15,DELEGATO D'AULA
COTA,ROBERTO,15,VICEPRESIDENTE
COTA,ROBERTO,16,PRESIDENTE
MOFFA,SILVANO,16,PRESIDENTE
DONADI,MASSIMO,15,PRESIDENTE
DONADI,MASSIMO,16,PRESIDENTE
PETTINARI,LUCIANO,15,DELEGATO D'AULA
PETTINARI,LUCIANO,15,VICEPRESIDENTE
PETTINARI,LUCIANO,15,SEGRETARIO
OLIVERIO,NICODEMO NAZZARENO,16,MEMBRO DEL C.D.
META,MICHELE POMPEO,16,MEMBRO DEL C.D.
PILI,MAURO,16,MEMBRO DEL C.D.
LEVI,RICARDO FRANCO,16,MEMBRO DEL C.D.
CATONE,GIAMPIERO,15,DELEGATO D'AULA
CATONE,GIAMPIERO,15,VICEPRES. VICARIO
CATONE,GIAMPIERO,16,MEMBRO DEL C.D.
SANGA,GIOVANNI,16,MEMBRO DEL C.D.
CERONI,REMIGIO,16,MEMBRO DEL C.D.
VANNUCCI,MASSIMO,16,MEMBRO DEL C.D.
LO MONTE,CARMELO,16,VICEPRESIDENTE
LO MONTE,CARMELO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
VICHI,ERMANNO,15,TESORIERE
VICHI,ERMANNO,15,MEMBRO DEL C.D.
CAPOTOSTI,GINO,15,SEGRETARIO
PICCHI,GUGLIELMO,15,CONSIGLIERE
D'ELPIDIO,DANTE,15,DELEGATO D'AULA
D'ELPIDIO,DANTE,15,VICEPRESIDENTE
MUSI,ADRIANO,15,MEMBRO DEL C.D.
GIUDITTA,PASQUALINO,15,SEGRETARIO AMM.
DAMIANO,CESARE,16,MEMBRO DEL C.D.
NARDI,MASSIMO,15,DELEGATO D'AULA
NARDI,MASSIMO,15,VICEPRESIDENTE
BERNARDO,MAURIZIO,16,TESORIERE
REINA,GIUSEPPE MARIA,15,VICEPRESIDENTE
PIGNATARO,ROCCO,15,VICEPRES. VICARIO
MARCENARO,PIETRO,15,MEMBRO DEL C.D.
DELLA VEDOVA,BENEDETTO,15,CONSIGLIERE
DELLA VEDOVA,BENEDETTO,16,PRESIDENTE
DELLA VEDOVA,BENEDETTO,16,MEMBRO DEL C.D.
DELLA VEDOVA,BENEDETTO,16,VICEPRES. VICARIO
DE LUCA,FRANCESCO,15,TESORIERE
NANIA,DOMENICO,12,VICEPRESIDENTE
NANIA,DOMENICO,12,MEMBRO DEL C.D.
NANIA,DOMENICO,13,VICEPRESIDENTE
MURGIA,BRUNO,16,MEMBRO DEL C.D.
VACCA,ELIA,15,DELEGATO D'AULA
BARBI,MARIO,15,MEMBRO DEL C.D.
PIRO,FRANCESCO,15,MEMBRO DEL C.D.
BUONFIGLIO,ANTONIO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BUONFIGLIO,ANTONIO,16,VICEPRESIDENTE
TREPICCIONE,GIUSEPPE,15,SEGRETARIO
CESARIO,BRUNO,16,MEMBRO DEL C.D.
CESARIO,BRUNO,16,VICEPRES. VICARIO
BONELLI,ANGELO,15,PRESIDENTE
BONELLI,ANGELO,15,VICEPRESIDENTE
BONELLI,ANGELO,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BALDELLI,SIMONE,15,DELEGATO D'AULA
BALDELLI,SIMONE,15,CONSIGLIERE
BALDELLI,SIMONE,16,VICEPRESIDENTE
BALDELLI,SIMONE,16,DELEGATO D'AULA
VIOLA,RODOLFO GIULIANO,16,MEMBRO DEL C.D.
HOLZMANN,GIORGIO,16,MEMBRO DEL C.D.
GALLETTI,GIAN LUCA,16,VICEPRESIDENTE
GALLETTI,GIAN LUCA,16,PRESIDENTE
GALLETTI,GIAN LUCA,16,DELEGATO D'AULA
GOZI,SANDRO,16,MEMBRO DEL C.D.
BORGHESI,ANTONIO,16,DELEGATO D'AULA
BORGHESI,ANTONIO,16,VICEPRESIDENTE
BORGHESI,ANTONIO,16,VICEPRES. VICARIO
BORGHESI,ANTONIO,16,PRESIDENTE
COMPAGNON,ANGELO,15,MEMBRO DEL C.D.
COMPAGNON,ANGELO,16,MEMBRO DEL C.D.
COMPAGNON,ANGELO,16,SEGRETARIO
COMPAGNON,ANGELO,16,DELEGATO D'AULA
PROIETTI COSIMI,FRANCESCO,16,MEMBRO DEL C.D.
BARANI,LUCIO,15,VICEPRES. VICARIO
BARANI,LUCIO,15,VICEPRESIDENTE
BARANI,LUCIO,15,DELEGATO D'AULA
BARANI,LUCIO,16,MEMBRO DEL C.D.
MISITI,AURELIO SALVATORE,16,VICEPRESIDENTE
MISITI,AURELIO SALVATORE,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
FUGATTI,MAURIZIO,16,VICEPRES. VICARIO
FUGATTI,MAURIZIO,16,DELEGATO D'AULA
OLIVA,VINCENZO,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
OLIVA,VINCENZO,15,VICEPRESIDENTE
MIGLIORE,GENNARO,15,PRESIDENTE
NOVELLI,DIEGO,11,PRESIDENTE
NOVELLI,DIEGO,12,VICEPRESIDENTE
PIONATI,FRANCESCO,16,PORTAVOCE
D'AMICO,CLAUDIO,16,SEGRETARIO AMM.
CORSARO,MASSIMO ENRICO,16,DELEGATO D'AULA
CORSARO,MASSIMO ENRICO,16,VICETESORIERE
CORSARO,MASSIMO ENRICO,16,VICEPRES. VICARIO
PIZZETTI,LUCIANO,16,MEMBRO DEL C.D.
REGUZZONI,MARCO GIOVANNI,16,PRESIDENTE
REGUZZONI,MARCO GIOVANNI,16,VICEPRESIDENTE
REGUZZONI,MARCO GIOVANNI,16,DELEGATO D'AULA
VOLPI,RAFFAELE,16,SEGRETARIO
VOLPI,RAFFAELE,16,DELEGATO D'AULA
TULLO,MARIO,16,MEMBRO DEL C.D.
LAFFRANCO,PIETRO,16,VICETESORIERE
LAFFRANCO,PIETRO,16,SEGRETARIO
LAFFRANCO,PIETRO,16,VICEPRESIDENTE
LAFFRANCO,PIETRO,16,MEMBRO DEL C.D.
MARSILIO,MARCO,16,MEMBRO DEL C.D.
LABOCCETTA,AMEDEO,16,MEMBRO DEL C.D.
